,env_id,episodes,is_success,collision,timeout,out_of_bounds,step,success_rate,out_of_bounds_rate,timeout_rate,collision_rate,cumulated_rewards,sim_time,cpu_time_steps,cpu_time_full,action_cpu_time_ur5_1,position_ee_link_ur5_1,velocity_ee_link_ur5_1,rotation_ee_link_ur5_1,position_rotation_sensor_cpu_time_ur5_1,joints_angles_ur5_1,joints_velocities_ur5_1,joints_sensor_cpu_time_ur5_1,reward_ur5_1,distance_ur5_1,distance_threshold_ur5_1
20,0,1,False,False,False,False,21,0.0,0.0,0.0,0.0,0.0,0.08749999985999998,0.3125,1.671875,0.0,[-0.88364577  0.1139242   0.3902168 ],[ 0.20988464  0.62173784 -2.62560368],[-0.63469112  0.64392883  0.31089503 -0.29303101],0.0,[-3.14164233 -3.02613509  0.54428483 -1.37799509  1.54523344],"[ 2.98031042e-03 -7.03446084e+00  9.65993941e+00 -5.60617848e+00
 -4.80619691e+00]",0.0,-0.019707118669135423,0.9853559334567711,0.13
21,0,1,False,False,False,False,22,0.0,0.0,0.0,0.0,0.0,0.09166666651999998,0.328125,1.6875,0.0,[-0.88266706  0.11284108  0.37571836],[ 0.23488998 -0.25994718 -3.47962618],[-0.64005649  0.64664298  0.29966515 -0.28702149],0.0,[-3.14163239 -3.05703237  0.58465192 -1.41439599  1.55348722],"[ 2.38358166e-03 -7.41534672e+00  9.68810081e+00 -8.73621651e+00
  1.98090569e+00]",0.0,-0.01969162994186061,0.9845814970930304,0.13
22,0,1,False,False,False,False,23,0.0,0.0,0.0,0.0,0.0,0.09583333317999998,0.34375,1.703125,0.0,[-0.88073045  0.11619454  0.3614763 ],[ 0.46478748  0.804829   -3.41809273],[-0.64073533  0.65446365  0.2982018  -0.26872167],0.0,[-3.14162444 -3.08662539  0.62450305 -1.45506605  1.52760067],"[ 1.90846987e-03 -7.10232331e+00  9.56427336e+00 -9.76081433e+00
 -6.21277233e+00]",0.0,-0.01973478008860821,0.9867390044304105,0.13
23,0,1,False,False,False,False,24,0.0,0.0,0.0,0.0,0.0,0.09999999983999998,0.359375,1.71875,0.0,[-0.87846041  0.12094411  0.34591872],[ 0.5448103   1.13989592 -3.73382092],[-0.63997263  0.66324365  0.29983234 -0.24625908],0.0,[-3.14161809 -3.11823183  0.66508266 -1.49558118  1.49092281],"[ 1.52517605e-03 -7.58554707e+00  9.73910451e+00 -9.72363268e+00
 -8.80268439e+00]",0.0,-0.0197107949919436,0.9855397495971799,0.13
24,0,1,False,False,False,False,25,0.0,0.0,0.0,0.0,0.0,0.10416666649999998,375,1.734375,0.0,[-0.87594515  0.12433328  0.3291778 ],[ 0.60366154  0.81340313 -4.01782036],[-0.64069873  0.67002958  0.29826856 -0.22715952],0.0,[-3.141613   -3.1519389   0.70649138 -1.534371    1.46467244],"[ 1.21992757e-03 -8.08969655e+00  9.93809462e+00 -9.30955651e+00
 -6.30008953e+00]",0.0,-0.019673678343659504,0.9836839171829751,0.13
25,0,1,False,False,False,False,26,0.0,0.0,0.0,0.0,0.0,0.10833333315999998,0.390625,1.75,0.0,[-0.87803471  0.12833701  0.31752464],[-0.50149441  0.96089423 -2.79675723],[-0.64381474  0.67889977  0.29145661 -0.19912481],0.0,[-3.14160893 -3.14986965  0.68845505 -1.5705648   1.43364253],"[ 9.76817305e-04  4.96619550e-01 -4.32871889e+00 -8.68651079e+00
 -7.44717851e+00]",0.0,-0.01966012881159783,0.9830064405798914,0.13
26,0,1,False,False,False,False,27,0.0,0.0,0.0,0.0,0.0,0.11249999981999997,0.40625,1.765625,0.0,[-0.87834817  0.13333939  0.31093135],[-0.0752306   1.20057106 -1.58238888],[-0.6431815   0.68576133  0.2928496  -0.17403458],0.0,[-3.14160568 -3.14821424  0.67826535 -1.59662793  1.39466491],"[ 7.81453844e-04  3.97299574e-01 -2.44552960e+00 -6.25515230e+00
 -9.35463015e+00]",0.0,-0.019691813519238245,0.9845906759619122,0.13
27,0,1,False,False,False,False,28,0.0,0.0,0.0,0.0,0.0,0.11666666647999997,0.421875,1.78125,0.0,[-0.87670463  0.13838305  0.30777472],[ 0.39444923  1.21047735 -0.75759173],[-0.64148802  0.69124997  0.29654533 -0.1507564 ],0.0,[-3.14160307 -3.14688992  0.67620856 -1.62394286  1.35506965],"[ 6.25163075e-04  3.17835844e-01 -4.93628769e-01 -6.55558244e+00
 -9.50286124e+00]",0.0,-0.019664363763216574,0.9832181881608287,0.13
28,0,1,False,False,False,False,29,0.0,0.0,0.0,0.0,0.0,0.12083333313999997,0.453125,1.8125,0.0,[-0.8748005   0.14353795  0.31219384],[0.4569912  1.23717785 1.06058836],[-0.63405353  0.69361037  0.31215802 -0.13942072],0.0,[-3.14160099 -3.14583047  0.68099596 -1.62167914  1.31424337],"[ 5.00130460e-04  2.54268671e-01  1.14897607e+00  5.43292156e-01
 -9.79830652e+00]",0.0,-0.01959216382337474,0.979608191168737,0.13
29,0,1,False,False,False,False,30,0.0,0.0,0.0,0.0,0.0,0.12499999979999997,0.46875,1.828125,0.0,[-0.87013596  0.14792643  0.3169775 ],[1.11948967 1.05323553 1.14807844],[-0.62934119  0.69628161  0.32157075 -0.12535478],0.0,[-3.14159932 -3.14498291  0.69446595 -1.64133204  1.27910351],"[ 4.00104368e-04  2.03414936e-01  3.23279782e+00 -4.71669527e+00
 -8.43356792e+00]",0.0,-0.019480168287584775,0.9740084143792387,0.13
30,0,1,False,False,False,False,31,0.0,0.0,0.0,0.0,0.0,0.12916666645999997,0.484375,1.84375,0.0,[-0.86257207  0.15276831  0.32265431],[1.81533337 1.16205096 1.36243344],[-0.62563527  0.69949192  0.32873413 -0.10595018],0.0,[-3.14159799 -3.14430486  0.71637309 -1.68029744  1.23986804],"[ 3.20083494e-04  1.62732167e-01  5.25771278e+00 -9.35169733e+00
 -9.41651161e+00]",0.0,-0.019334186495208693,0.9667093247604346,0.13
31,0,1,False,False,False,False,32,0.0,0.0,0.0,0.0,0.0,0.13333333311999998,0.5,1.859375,0.0,[-0.852997    0.15736125  0.33133498],[2.29801655 1.10230565 2.08336115],[-0.62104988  0.70182103  0.33733132 -0.08917313],0.0,[-3.14159692 -3.14376242  0.74600315 -1.72061527  1.20212538],"[ 2.55528827e-04  1.30185698e-01  7.11121413e+00 -9.67627747e+00
 -9.05823796e+00]",0.0,-0.019134805544687012,0.9567402772343506,0.13
32,0,1,False,False,False,False,33,0.0,0.0,0.0,0.0,0.0,0.13749999978,0.515625,1875,0.0,[-0.84166747  0.16205171  0.34421557],[2.71908761 1.12570882 3.09134245],[-0.61334354  0.70320249  0.35117304 -0.07741751],0.0,[-3.14159607 -3.14332846  0.78293273 -1.75228213  1.16298492],"[ 2.06046222e-04  1.04148597e-01  8.86310082e+00 -7.60004645e+00
 -9.39371188e+00]",0.0,-0.018895214272080497,0.9447607136040248,0.13
33,0,1,False,False,False,False,34,0.0,0.0,0.0,0.0,0.0,0.14166666644,0.53125,1.890625,0.0,[-0.83059496  0.16555594  0.36258754],[2.65740395 0.84101558 4.40927268],[-0.59932184  0.70277387  0.37550259 -0.07694213],0.0,[-3.13995973 -3.14238519  0.82147215 -1.75263754  1.12170285],[ 0.39271927  0.22638588  9.24946016 -0.08529782 -9.9076962 ],0.0,-0.018611446834552684,0.9305723417276341,0.13
34,0,1,False,False,False,False,35,0.0,0.0,0.0,0.0,0.0,0.14583333310000002,0.546875,1.90625,0.0,[-0.81748867  0.17027244  0.37572259],[3.14550877 1.13196016 3.15241099],[-0.59191567  0.70424753  0.38714191 -0.06158267],0.0,[-3.13985945 -3.13803139  0.85546013 -1.79328447  1.0803083 ],[ 0.02406744  1.0449114   8.15711462 -9.75526452 -9.9346924 ],0.0,-0.018328031937585452,0.9164015968792726,0.13
35,0,1,False,False,False,False,36,0.0,0.0,0.0,0.0,0.0,0.14999999976000003,0.5625,1.921875,0.0,[-0.80436796  0.17599919  0.38793185],[3.14897061 1.37442112 2.93022395],[-0.58328629  0.70572829  0.39927989 -0.0479616 ],0.0,[-3.14141169 -3.13535595  0.88941828 -1.82821482  1.04084831],[-0.37253609  0.64210515  8.14995563 -8.38328421 -9.47039781],0.0,-0.01802258139122961,0.9011290695614804,0.13
36,0,1,False,False,False,False,37,0.0,0.0,0.0,0.0,0.0,0.15416666642000004,0.578125,1.9375,0.0,[-0.78994244  0.18281049  0.40081903],[3.46212388 1.63470984 3.09292317],[-0.57384533  0.70739448  0.41124141 -0.03427963],0.0,[-3.14458489 -3.13141621  0.92388101 -1.86450337  1.00185031],[-0.7615689   0.94553792  8.27105522 -8.70925209 -9.35952011],0.0,-0.017710159272456446,0.8855079636228222,0.13
37,0,1,False,False,False,False,38,0.0,0.0,0.0,0.0,0.0,0.15833333308000005,0.59375,1.953125,0.0,[-0.77532822  0.18671361  0.41506597],[3.50741387 0.93674898 3.41926575],[-0.56415337  0.70769769  0.42474106 -0.02213552],0.0,[-3.14398644 -3.12572977  0.95777454 -1.89768166  0.96080981],[ 0.14362741  1.36474561  8.13444701 -7.9627893  -9.84971955],0.0,-0.01736465686484294,0.8682328432421469,0.13
38,0,1,False,False,False,False,39,0.0,0.0,0.0,0.0,0.0,0.16249999974000007,0.609375,1.96875,0.0,[-0.76301932  0.19061482  0.42814711],[2.95413495 0.93629122 3.13947201],[-0.55697483  0.70788848  0.43433309 -0.00526978],0.0,[-3.14350769 -3.11298739  0.9749438  -1.93443394  0.91970411],[ 0.11490193  3.05817244  4.12062193 -8.82054725 -9.8653675 ],0.0,-0.01705282147147382,0.852641073573691,0.13
39,0,1,False,False,False,False,40,0.0,0.0,0.0,0.0,0.0,0.16666666640000008,625,1.984375,0.0,[-0.74814063  0.19256416  0.44333687],[3.57088566 0.46784163 3.64554406],[-0.54828882  0.70718586  0.44635826  0.00565122],0.0,[-3.14101675 -3.10248831  1.00341241 -1.96784684  0.88175781],[ 0.59782544  2.51977788  6.83246697 -8.01909626 -9.10711172],0.0,-0.016782943146790536,0.8391471573395268,0.13
40,0,1,False,False,False,False,41,0.0,0.0,0.0,0.0,0.0,0.1708333330600001,0.640625,2.0,0.0,[-0.7304638   0.19526434  0.45952049],[4.24243928 0.64804316 3.88406754],[-0.53803867  0.70681918  0.4590711   0.01322259],0.0,[-3.14008199 -3.09300525  1.03968623 -2.00120885  0.8473692 ],[ 0.22434063  2.27593584  8.70571671 -8.00688088 -8.25326636],0.0,-0.016499565076282217,0.8249782538141108,0.13
41,0,1,False,False,False,False,42,0.0,0.0,0.0,0.0,0.0,0.1749999997200001,0.65625,2.015625,0.0,[-0.71236908  0.19713823  0.47775728],[4.34273244 0.44973493 4.37682868],[-0.52433866  0.70587409  0.47584489  0.0195555 ],0.0,[-3.13714407 -3.08092721  1.07297316 -2.02496165  0.80588071],[ 0.70510126  2.89872812  7.98886418 -5.70067286 -9.957238  ],0.0,-0.016169324090448307,0.8084662045224154,0.13
42,0,1,False,False,False,False,43,0.0,0.0,0.0,0.0,0.0,0.17916666638000012,0.671875,2.03125,0.0,[-0.69842803  0.19955565  0.49629062],[3.3458519  0.58017969 4.44800378],[-0.51178622  0.70557618  0.48960438  0.02290679],0.0,[-3.13636641 -3.06019295  1.08388199 -2.03504643  0.77425889],[ 0.1866392   4.9762222   2.61811909 -2.42034853 -7.58923633],0.0,-0.015849081256511834,0.7924540628255917,0.13
43,0,1,False,False,False,False,44,0.0,0.0,0.0,0.0,0.0,0.18333333304000013,0.6875,2.046875,0.0,[-0.68121243  0.20194159  0.5115841 ],[4.1317463  0.57262659 3.67043496],[-0.50616401  0.70559967  0.49507123  0.02883587],0.0,[-3.13728713 -3.04102055  1.10520833 -2.07285402  0.75540868],[-0.22097282  4.6013767   5.11832233 -9.07382071 -4.52405134],0.0,-0.015591500262433782,0.7795750131216891,0.13
44,0,1,False,False,False,False,45,0.0,0.0,0.0,0.0,0.0,0.18749999970000014,0.703125,2.0625,0.0,[-0.66108382  0.20672786  0.52980995],[4.83086587 1.14870429 4.37420369],[-0.49236113  0.70601028  0.5078271   0.035236  ],0.0,[-3.13997624 -3.02130121  1.12900904 -2.09883331  0.72164536],[-0.64538569  4.73264128  5.71216982 -6.23502851 -8.1031959 ],0.0,-0.015299063101594979,0.7649531550797489,0.13
45,0,1,False,False,False,False,46,0.0,0.0,0.0,0.0,0.0,0.19166666636000015,0.71875,2.078125,0.0,[-0.63786429  0.21028489  0.55045348],[5.5726862  0.85368633 4.95444775],[-0.47258139  0.70608127  0.52613801  0.03598456],0.0,[-3.14043959 -3.00224295  1.16006149 -2.11185985  0.6828086 ],[-0.11120559  4.57398196  7.45258678 -3.12636971 -9.3208239 ],0.0,-0.014939678513196726,0.7469839256598363,0.13
46,0,1,False,False,False,False,47,0.0,0.0,0.0,0.0,0.0,0.19583333302000017,0.734375,2.09375,0.0,[-0.61797243  0.21491314  0.56966877],[4.77404595 1.11078143 4.61166859],[-0.45790333  0.70632327  0.53805399  0.04392971],0.0,[-3.14328606 -2.97482277  1.17021341 -2.13387724  0.64693828],[-0.6831528   6.58084343  2.43646173 -5.28417349 -8.60887605],0.0,-0.014568238959329363,0.7284119479664681,0.13
47,0,1,False,False,False,False,48,0.0,0.0,0.0,0.0,0.0,0.19999999968000018,0.75,2.109375,0.0,[-0.59632963  0.21767317  0.59079707],[5.194273   0.66240549 5.07079125],[-0.43909317  0.70598304  0.55365461  0.04745145],0.0,[-3.14294739 -2.94646573  1.18241138 -2.14481638  0.60716949],[ 0.08128243  6.80568916  2.92751312 -2.62539541 -9.54451071],0.0,-0.014242491987096036,0.7121245993548018,0.13
48,0,1,False,False,False,False,49,0.0,0.0,0.0,0.0,0.0,0.2041666663400002,0.765625,2125,0.0,[-0.57190222  0.21957122  0.60981178],[5.86257936 0.45553207 4.56353188],[-0.42393917  0.70580292  0.56545097  0.04881613],0.0,[-3.14267644 -2.91906532  1.20342031 -2.16797177  0.57789642],[ 0.06502713  6.57610014  5.04214244 -5.55729392 -7.02553547],0.0,-0.01393932245189276,0.696966122594638,0.13
49,0,1,False,False,False,False,50,0.0,0.0,0.0,0.0,0.0,0.2083333330000002,0.78125,2.140625,0.0,[-0.54435647  0.22219364  0.62905812],[6.61098004 0.62938213 4.61912156],[-0.40507683  0.70532936  0.57920247  0.05429407],0.0,[-3.14245968 -2.89066871  1.22687053 -2.19453204  0.53697168],[ 0.0520217   6.81518469  5.62805264 -6.37446483 -9.82193716],0.0,-0.013628902110235357,0.6814451055117678,0.13
50,0,1,False,False,False,False,51,0.0,0.0,0.0,0.0,0.0,0.21249999966000022,0.796875,2.15625,0.0,[-0.51526666  0.22467467  0.64709044],[6.98155404 0.59544683 4.32775498],[-0.38772684  0.70461166  0.59102446  0.06229296],0.0,[-3.14228627 -2.86035911  1.25048934 -2.23008058  0.49580711],[ 0.04161828  7.27430399  5.66851616 -8.53164876 -9.87949847],0.0,-0.01329104402673892,0.664552201336946,0.13
51,0,1,False,False,False,False,52,0.0,0.0,0.0,0.0,0.0,0.21666666632000023,0.8125,2.171875,0.0,[-0.48278698  0.22700398  0.66510087],[7.79512168 0.55903316 4.322505  ],[-0.36604598  0.70422524  0.6047557   0.065937  ],0.0,[-3.14214755 -2.82983482  1.27945403 -2.25841288  0.45425184],[ 0.03329371  7.32583     6.95152519 -6.79975076 -9.97326394],0.0,-0.012959222219796743,0.6479611109898371,0.13
52,0,1,False,False,False,False,53,0.0,0.0,0.0,0.0,0.0,0.22083333298000024,0.828125,2.1875,0.0,[-0.45067778  0.22915274  0.68412   ],[7.70620824 0.51570296 4.56459046],[-0.34229264  0.70400101  0.61856675  0.06777558],0.0,[-3.14203657 -2.79416516  1.29793334 -2.27627997  0.41271796],[ 0.02663497  8.56071946  4.43503347 -4.28810287 -9.96813116],0.0,-0.012620760223194298,0.6310380111597149,0.13
53,0,1,False,False,False,False,54,0.0,0.0,0.0,0.0,0.0,0.22499999964000025,0.84375,2.203125,0.0,[-0.41997316  0.23110057  0.70537001],[7.36910821 0.46748042 5.1000023 ],[-0.31348997  0.70426875  0.633708    0.06437181],0.0,[-3.14194779 -2.75337378  1.30136023 -2.26961086  0.37149533],[ 0.02130797  9.78993107  0.82245402  1.60058726 -9.8934309 ],0.0,-0.012329698821767585,0.6164849410883793,0.13
54,0,1,False,False,False,False,55,0.0,0.0,0.0,0.0,0.0,0.22916666630000027,0.859375,2.21875,0.0,[-0.39091185  0.23133896  0.72376603],[6.9747162  0.05721331 4.41504479],[-0.29118031  0.70357668  0.64499927  0.06457392],0.0,[-3.13824192 -2.71244893  1.30285911 -2.27704299  0.33259306],[ 0.8894085   9.82196318  0.35973072 -1.78371114 -9.33654494],0.0,-0.012107144016764824,0.6053572008382412,0.13
55,0,1,False,False,False,False,56,0.0,0.0,0.0,0.0,0.0,0.23333333296000028,875,2.234375,0.0,[-0.35684618  0.23265059  0.74152803],[8.17575933 0.3147912  4.26288129],[-0.26013187  0.70390081  0.65829122  0.05922568],0.0,[-3.13714414 -2.67271538  1.31131387 -2.2698958   0.29142141],[ 0.2634659   9.53605256  2.02914276  1.71532393 -9.88119658],0.0,-0.011952038333480717,0.5976019166740358,0.13
56,0,1,False,False,False,False,57,0.0,0.0,0.0,0.0,0.0,0.2374999996200003,0.890625,2.25,0.0,[-0.31955847  0.23482977  0.7555126 ],[8.94905092 0.52300215 3.35629464],[-0.22951965  0.704467    0.66921967  0.05649689],0.0,[-3.13925622 -2.63494557  1.32840563 -2.27487469  0.25127863],[-0.50689906  9.06475425  4.10202201 -1.1949336  -9.63426746],0.0,-0.011774004507696152,0.5887002253848076,0.13
